id,recipeId,level,actions,config,_comment
11,2,1,"[{""ingridient"": 6,""count"": 1,""steps"": [{""id"": 8},{""id"": 17,""dish"": 10}]},{""ingridient"": 7,""count"": 1,""steps"": [{""id"": 7},{""id"": 17,""dish"": 1}]},{""ingridient"": 1,""count"": 1,""steps"": [{""id"": 7},{""id"": 17,""dish"": 7}]},{""ingridient"": 5,""count"": 2,""steps"": [{""id"": 7},{""id"": 17,""dish"": 4}]}]","",Курица гриль
12,2,2,"[{""ingridient"": 6,""count"": 1,""steps"": [{""id"": 8},{""id"": 2,""dish"": 10}]},{""ingridient"": 7,""count"": 1,""steps"": [{""id"": 7},{""id"": 2,""dish"": 1}]},{""ingridient"": 1,""count"": 1,""steps"": [{""id"": 7},{""id"": 2,""dish"": 7}]},{""ingridient"": 5,""count"": 2,""steps"": [{""id"": 7},{""id"": 2,""dish"": 4}]}]","",Курица гриль
13,2,3,"[{""ingridient"": 6,""count"": 1,""steps"": [{""id"": 8},{""id"": 15,""dish"": 10}]},{""ingridient"": 7,""count"": 1,""steps"": [{""id"": 7},{""id"": 15,""dish"": 1}]},{""ingridient"": 1,""count"": 1,""steps"": [{""id"": 7},{""id"": 15,""dish"": 7}]},{""ingridient"": 5,""count"": 2,""steps"": [{""id"": 7},{""id"": 15,""dish"": 4}]}]","",Курица гриль
14,2,4,"[{""ingridient"": 6,""count"": 1,""steps"": [{""id"": 8},{""id"": 16,""dish"": 10}]},{""ingridient"": 7,""count"": 1,""steps"": [{""id"": 7},{""id"": 16,""dish"": 1}]},{""ingridient"": 1,""count"": 1,""steps"": [{""id"": 7},{""id"": 16,""dish"": 7}]},{""ingridient"": 5,""count"": 2,""steps"": [{""id"": 7},{""id"": 16,""dish"": 4}]}]","",Курица гриль
15,2,5,"[{""ingridient"": 6,""count"": 1,""steps"": [{""id"": 8},{""id"": 22,""dish"": 10}]},{""ingridient"": 7,""count"": 1,""steps"": [{""id"": 7},{""id"": 22,""dish"": 1}]},{""ingridient"": 1,""count"": 1,""steps"": [{""id"": 7},{""id"": 22,""dish"": 7}]},{""ingridient"": 5,""count"": 2,""steps"": [{""id"": 7},{""id"": 22,""dish"": 4}]}]","",Курица гриль
16,2,6,"[{""ingridient"": 6,""count"": 1,""steps"": [{""id"": 8},{""id"": 37,""dish"": 10}]},{""ingridient"": 7,""count"": 1,""steps"": [{""id"": 7},{""id"": 37,""dish"": 1}]},{""ingridient"": 1,""count"": 1,""steps"": [{""id"": 7},{""id"": 37,""dish"": 7}]},{""ingridient"": 5,""count"": 2,""steps"": [{""id"": 7},{""id"": 37,""dish"": 4}]}]","",Курица гриль
17,2,7,"[{""ingridient"": 6,""count"": 1,""steps"": [{""id"": 8},{""id"": 38,""dish"": 10}]},{""ingridient"": 7,""count"": 1,""steps"": [{""id"": 7},{""id"": 38,""dish"": 1}]},{""ingridient"": 1,""count"": 1,""steps"": [{""id"": 7},{""id"": 38,""dish"": 7}]},{""ingridient"": 5,""count"": 2,""steps"": [{""id"": 7},{""id"": 38,""dish"": 4}]}]","",Курица гриль
18,2,8,"[{""ingridient"": 6,""count"": 1,""steps"": [{""id"": 8},{""id"": 39,""dish"": 10}]},{""ingridient"": 7,""count"": 1,""steps"": [{""id"": 7},{""id"": 39,""dish"": 1}]},{""ingridient"": 1,""count"": 1,""steps"": [{""id"": 7},{""id"": 39,""dish"": 7}]},{""ingridient"": 5,""count"": 2,""steps"": [{""id"": 7},{""id"": 39,""dish"": 4}]}]","",Курица гриль
19,2,9,"[{""ingridient"": 6,""count"": 1,""steps"": [{""id"": 8},{""id"": 40,""dish"": 10}]},{""ingridient"": 7,""count"": 1,""steps"": [{""id"": 7},{""id"": 40,""dish"": 1}]},{""ingridient"": 1,""count"": 1,""steps"": [{""id"": 7},{""id"": 40,""dish"": 7}]},{""ingridient"": 5,""count"": 2,""steps"": [{""id"": 7},{""id"": 40,""dish"": 4}]}]","",Курица гриль
20,2,10,"[{""ingridient"": 6,""count"": 1,""steps"": [{""id"": 8},{""id"": 41,""dish"": 10}]},{""ingridient"": 7,""count"": 1,""steps"": [{""id"": 7},{""id"": 41,""dish"": 1}]},{""ingridient"": 1,""count"": 1,""steps"": [{""id"": 7},{""id"": 41,""dish"": 7}]},{""ingridient"": 5,""count"": 2,""steps"": [{""id"": 7},{""id"": 41,""dish"": 4}]}]","",Курица гриль
21,3,1,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 17,
		""dish"": 9
	}]
}, {
	""ingridient"": 54,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 17,
		""dish"": 25
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 17,
		""dish"": 5
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 8
	}]
}]","",Пицца
22,3,2,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 2,
		""dish"": 9
	}]
}, {
	""ingridient"": 54,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 2,
		""dish"": 25
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 2,
		""dish"": 5
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 8
	}]
}]","",Пицца
23,3,3,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 15,
		""dish"": 9
	}]
}, {
	""ingridient"": 54,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 15,
		""dish"": 25
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 15,
		""dish"": 5
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 8
	}]
}]","",Пицца
24,3,4,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 16,
		""dish"": 9
	}]
}, {
	""ingridient"": 54,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 16,
		""dish"": 25
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 16,
		""dish"": 5
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 8
	}]
}]","",Пицца
25,3,5,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 22,
		""dish"": 9
	}]
}, {
	""ingridient"": 54,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 22,
		""dish"": 25
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 22,
		""dish"": 5
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 8
	}]
}]","",Пицца
26,3,6,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 37,
		""dish"": 9
	}]
}, {
	""ingridient"": 54,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 37,
		""dish"": 25
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 37,
		""dish"": 5
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 8
	}]
}]","",Пицца
27,3,7,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 38,
		""dish"": 9
	}]
}, {
	""ingridient"": 54,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 38,
		""dish"": 25
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 38,
		""dish"": 5
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 8
	}]
}]","",Пицца
28,3,8,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 39,
		""dish"": 9
	}]
}, {
	""ingridient"": 54,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 39,
		""dish"": 25
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 39,
		""dish"": 5
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 8
	}]
}]","",Пицца
29,3,9,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 40,
		""dish"": 9
	}]
}, {
	""ingridient"": 54,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 40,
		""dish"": 25
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 40,
		""dish"": 5
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 8
	}]
}]","",Пицца
30,3,10,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 41,
		""dish"": 9
	}]
}, {
	""ingridient"": 54,
	""count"": 1,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 41,
		""dish"": 25
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 41,
		""dish"": 5
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 8
	}]
}]","",Пицца
31,4,1,"[{""ingridient"": 12,""count"": 2,""steps"": [{""id"": 7},{""id"": 17,""dish"": 33}]},{""ingridient"": 13,""count"": 1,""steps"": [{""id"": 8},{""id"": 17,""dish"": 1}]},{""ingridient"": 18,""count"": 1,""steps"": [{""id"": 7},{""id"": 17,""dish"": 5}]},{""ingridient"": 10,""count"": 1,""steps"": [{""id"": 7},{""id"": 17,""dish"": 7}]}]","",Завтрак чемпиона
32,4,2,"[{""ingridient"": 12,""count"": 2,""steps"": [{""id"": 7},{""id"": 2,""dish"": 33}]},{""ingridient"": 13,""count"": 1,""steps"": [{""id"": 8},{""id"": 2,""dish"": 1}]},{""ingridient"": 18,""count"": 1,""steps"": [{""id"": 7},{""id"": 2,""dish"": 5}]},{""ingridient"": 10,""count"": 1,""steps"": [{""id"": 7},{""id"": 2,""dish"": 7}]}]","",Завтрак чемпиона
33,4,3,"[{""ingridient"": 12,""count"": 2,""steps"": [{""id"": 7},{""id"": 15,""dish"": 33}]},{""ingridient"": 13,""count"": 1,""steps"": [{""id"": 8},{""id"": 15,""dish"": 1}]},{""ingridient"": 18,""count"": 1,""steps"": [{""id"": 7},{""id"": 15,""dish"": 5}]},{""ingridient"": 10,""count"": 1,""steps"": [{""id"": 7},{""id"": 15,""dish"": 7}]}]","",Завтрак чемпиона
34,4,4,"[{""ingridient"": 12,""count"": 2,""steps"": [{""id"": 7},{""id"": 16,""dish"": 33}]},{""ingridient"": 13,""count"": 1,""steps"": [{""id"": 8},{""id"": 16,""dish"": 1}]},{""ingridient"": 18,""count"": 1,""steps"": [{""id"": 7},{""id"": 16,""dish"": 5}]},{""ingridient"": 10,""count"": 1,""steps"": [{""id"": 7},{""id"": 16,""dish"": 7}]}]","",Завтрак чемпиона
35,4,5,"[{""ingridient"": 12,""count"": 2,""steps"": [{""id"": 7},{""id"": 22,""dish"": 33}]},{""ingridient"": 13,""count"": 1,""steps"": [{""id"": 8},{""id"": 22,""dish"": 1}]},{""ingridient"": 18,""count"": 1,""steps"": [{""id"": 7},{""id"": 22,""dish"": 5}]},{""ingridient"": 10,""count"": 1,""steps"": [{""id"": 7},{""id"": 22,""dish"": 7}]}]","",Завтрак чемпиона
36,4,6,"[{""ingridient"": 12,""count"": 2,""steps"": [{""id"": 7},{""id"": 37,""dish"": 33}]},{""ingridient"": 13,""count"": 1,""steps"": [{""id"": 8},{""id"": 37,""dish"": 1}]},{""ingridient"": 18,""count"": 1,""steps"": [{""id"": 7},{""id"": 37,""dish"": 5}]},{""ingridient"": 10,""count"": 1,""steps"": [{""id"": 7},{""id"": 37,""dish"": 7}]}]","",Завтрак чемпиона
37,4,7,"[{""ingridient"": 12,""count"": 2,""steps"": [{""id"": 7},{""id"": 38,""dish"": 33}]},{""ingridient"": 13,""count"": 1,""steps"": [{""id"": 8},{""id"": 38,""dish"": 1}]},{""ingridient"": 18,""count"": 1,""steps"": [{""id"": 7},{""id"": 38,""dish"": 5}]},{""ingridient"": 10,""count"": 1,""steps"": [{""id"": 7},{""id"": 38,""dish"": 7}]}]","",Завтрак чемпиона
38,4,8,"[{""ingridient"": 12,""count"": 2,""steps"": [{""id"": 7},{""id"": 39,""dish"": 33}]},{""ingridient"": 13,""count"": 1,""steps"": [{""id"": 8},{""id"": 39,""dish"": 1}]},{""ingridient"": 18,""count"": 1,""steps"": [{""id"": 7},{""id"": 39,""dish"": 5}]},{""ingridient"": 10,""count"": 1,""steps"": [{""id"": 7},{""id"": 39,""dish"": 7}]}]","",Завтрак чемпиона
39,4,9,"[{""ingridient"": 12,""count"": 2,""steps"": [{""id"": 7},{""id"": 40,""dish"": 33}]},{""ingridient"": 13,""count"": 1,""steps"": [{""id"": 8},{""id"": 40,""dish"": 1}]},{""ingridient"": 18,""count"": 1,""steps"": [{""id"": 7},{""id"": 40,""dish"": 5}]},{""ingridient"": 10,""count"": 1,""steps"": [{""id"": 7},{""id"": 40,""dish"": 7}]}]","",Завтрак чемпиона
40,4,10,"[{""ingridient"": 12,""count"": 2,""steps"": [{""id"": 7},{""id"": 41,""dish"": 33}]},{""ingridient"": 13,""count"": 1,""steps"": [{""id"": 8},{""id"": 41,""dish"": 1}]},{""ingridient"": 18,""count"": 1,""steps"": [{""id"": 7},{""id"": 41,""dish"": 5}]},{""ingridient"": 10,""count"": 1,""steps"": [{""id"": 7},{""id"": 41,""dish"": 7}]}]","",Завтрак чемпиона
41,5,1,"[{
		""ingridient"": 5,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}]
	},
	{
		""ingridient"": 16,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 17,
			""dish"": 1
		}]
	},
	{
		""ingridient"": 15,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 17,
			""dish"": 5
		}]
	},
	{
		""ingridient"": 14,
		""count"": 1,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 17,
			""dish"": 7
		}]
	}
]","",Ребрышки по-ковбойски
42,5,2,"[{
		""ingridient"": 5,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}]
	},
	{
		""ingridient"": 16,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 2,
			""dish"": 1
		}]
	},
	{
		""ingridient"": 15,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 2,
			""dish"": 5
		}]
	},
	{
		""ingridient"": 14,
		""count"": 1,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 2,
			""dish"": 7
		}]
	}
]","",Ребрышки по-ковбойски
43,5,3,"[{
		""ingridient"": 5,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}]
	},
	{
		""ingridient"": 16,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 15,
			""dish"": 1
		}]
	},
	{
		""ingridient"": 15,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 15,
			""dish"": 5
		}]
	},
	{
		""ingridient"": 14,
		""count"": 1,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 15,
			""dish"": 7
		}]
	}
]","",Ребрышки по-ковбойски
44,5,4,"[{
		""ingridient"": 5,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}]
	},
	{
		""ingridient"": 16,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 16,
			""dish"": 1
		}]
	},
	{
		""ingridient"": 15,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 16,
			""dish"": 5
		}]
	},
	{
		""ingridient"": 14,
		""count"": 1,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 16,
			""dish"": 7
		}]
	}
]","",Ребрышки по-ковбойски
45,5,5,"[{
		""ingridient"": 5,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}]
	},
	{
		""ingridient"": 16,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 22,
			""dish"": 1
		}]
	},
	{
		""ingridient"": 15,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 22,
			""dish"": 5
		}]
	},
	{
		""ingridient"": 14,
		""count"": 1,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 22,
			""dish"": 7
		}]
	}
]","",Ребрышки по-ковбойски
46,5,6,"[{
		""ingridient"": 5,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}]
	},
	{
		""ingridient"": 16,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 37,
			""dish"": 1
		}]
	},
	{
		""ingridient"": 15,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 37,
			""dish"": 5
		}]
	},
	{
		""ingridient"": 14,
		""count"": 1,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 37,
			""dish"": 7
		}]
	}
]","",Ребрышки по-ковбойски
47,5,7,"[{
		""ingridient"": 5,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}]
	},
	{
		""ingridient"": 16,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 38,
			""dish"": 1
		}]
	},
	{
		""ingridient"": 15,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 38,
			""dish"": 5
		}]
	},
	{
		""ingridient"": 14,
		""count"": 1,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 38,
			""dish"": 7
		}]
	}
]","",Ребрышки по-ковбойски
48,5,8,"[{
		""ingridient"": 5,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}]
	},
	{
		""ingridient"": 16,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 39,
			""dish"": 1
		}]
	},
	{
		""ingridient"": 15,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 39,
			""dish"": 5
		}]
	},
	{
		""ingridient"": 14,
		""count"": 1,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 39,
			""dish"": 7
		}]
	}
]","",Ребрышки по-ковбойски
49,5,9,"[{
		""ingridient"": 5,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}]
	},
	{
		""ingridient"": 16,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 40,
			""dish"": 1
		}]
	},
	{
		""ingridient"": 15,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 40,
			""dish"": 5
		}]
	},
	{
		""ingridient"": 14,
		""count"": 1,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 40,
			""dish"": 7
		}]
	}
]","",Ребрышки по-ковбойски
50,5,10,"[{
		""ingridient"": 5,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}]
	},
	{
		""ingridient"": 16,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 41,
			""dish"": 1
		}]
	},
	{
		""ingridient"": 15,
		""count"": 2,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 41,
			""dish"": 5
		}]
	},
	{
		""ingridient"": 14,
		""count"": 1,
		""steps"": [{
			""id"": 7
		}, {
			""id"": 41,
			""dish"": 7
		}]
	}
]","",Ребрышки по-ковбойски
51,6,1,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 7
	}, {
		""id"": 17,
		""dish"": 9
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 17,
		""dish"": 17
	}]
}, {
	""ingridient"": 7,
	""count"": 1,
	""steps"": [{
		""id"": 7
	}, {
		""id"": 17,
		""dish"": 3
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 7
	}]
}]","",Жульен
52,6,2,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 7
	}, {
		""id"": 2,
		""dish"": 9
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 2,
		""dish"": 17
	}]
}, {
	""ingridient"": 7,
	""count"": 1,
	""steps"": [{
		""id"": 7
	}, {
		""id"": 2,
		""dish"": 3
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 7
	}]
}]","",Жульен
53,6,3,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 7
	}, {
		""id"": 15,
		""dish"": 9
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 15,
		""dish"": 17
	}]
}, {
	""ingridient"": 7,
	""count"": 1,
	""steps"": [{
		""id"": 7
	}, {
		""id"": 15,
		""dish"": 3
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 7
	}]
}]","",Жульен
54,6,4,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 7
	}, {
		""id"": 16,
		""dish"": 9
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 16,
		""dish"": 17
	}]
}, {
	""ingridient"": 7,
	""count"": 1,
	""steps"": [{
		""id"": 7
	}, {
		""id"": 16,
		""dish"": 3
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 7
	}]
}]","",Жульен
55,6,5,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 7
	}, {
		""id"": 22,
		""dish"": 9
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 22,
		""dish"": 17
	}]
}, {
	""ingridient"": 7,
	""count"": 1,
	""steps"": [{
		""id"": 7
	}, {
		""id"": 22,
		""dish"": 3
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 7
	}]
}]","",Жульен
56,6,6,"[{
	""ingridient"": 3,
	""count"": 1,
	""steps"": [{
		""id"": 7
	}, {
		""id"": 37,
		""dish"": 9
	}]
}, {
	""ingridient"": 9,
	""count"": 3,
	""steps"": [{
		""id"": 8
	}, {
		""id"": 37,
		""dish"": 17
	}]
}, {
	""ingridient"": 7,
	""count"": 1,
	""steps"": [{
		""id"": 7
	}, {
		""id"": 37,
		""dish"": 3
	}]
}, {
	""ingridient"": 8,
	""count"": 2,
	""steps"": [{
		""id"": 7
	}]
}]","",Жульен
